tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0012506	movie	No. 5 John Street	No. 5 John Street	0	1921	\N	\N	Drama
tt0012507	movie	Nobody's Fool	Nobody's Fool	0	1921	\N	50	Comedy
tt0012508	movie	Nobody's Kid	Nobody's Kid	0	1921	\N	50	Comedy,Drama
tt0012509	short	The Northern Trail	The Northern Trail	0	1921	\N	\N	Short,Western
tt0012510	movie	Not Guilty	Not Guilty	0	1921	\N	70	Drama,Mystery
tt0012511	short	Not Wedded, But a Wife	Not Wedded, But a Wife	0	1921	\N	\N	Animation,Comedy,Short
tt0012512	short	Now or Never	Now or Never	0	1921	\N	35	Comedy,Short
tt0012513	movie	The Nut	The Nut	0	1921	\N	74	Action,Comedy,Romance
tt0012514	movie	O'Malley of the Mounted	O'Malley of the Mounted	0	1921	\N	60	Adventure,Drama,Western
tt0012515	movie	The Oath	The Oath	0	1921	\N	80	Drama
tt0012516	movie	The Off-Shore Pirate	The Off-Shore Pirate	0	1921	\N	60	Comedy,Romance
tt0012517	short	Old Dynamite	Old Dynamite	0	1921	\N	20	Short,Western
tt0012518	movie	The Old Nest	The Old Nest	0	1921	\N	80	Drama
tt0012519	movie	The Old Oaken Bucket	The Old Oaken Bucket	0	1921	\N	50	Drama
tt0012520	movie	The Old Swimmin' Hole	The Old Swimmin' Hole	0	1921	\N	60	Comedy
tt0012521	movie	The Old Wives' Tale	The Old Wives' Tale	0	1921	\N	50	Drama,War
tt0012522	movie	Oliver Twist, Jr.	Oliver Twist, Jr.	0	1921	\N	50	Drama
tt0012523	short	On Account	On Account	0	1921	\N	\N	Comedy,Short
tt0012524	movie	On the High Card	On the High Card	0	1921	\N	\N	Drama,Western
tt0012525	short	On with the Show	On with the Show	0	1921	\N	20	Comedy,Short
tt0012526	movie	Onder spiritistischen dwang	Onder spiritistischen dwang	0	1921	\N	74	Fantasy,Mystery
tt0012527	movie	One Man in a Million	One Man in a Million	0	1921	\N	60	Drama
tt0012528	movie	One Wild Week	One Wild Week	0	1921	\N	50	Comedy,Drama,Romance
tt0012529	movie	One a Minute	One a Minute	0	1921	\N	56	Comedy
tt0012530	movie	The One-Man Trail	The One-Man Trail	0	1921	\N	50	Drama,Western
tt0012531	movie	Opened Shutters	Opened Shutters	0	1921	\N	50	Drama,Romance
tt0012532	movie	Orphans of the Storm	Orphans of the Storm	0	1921	\N	150	Drama,History,Romance
tt0012533	movie	L'orpheline	L'orpheline	0	1921	\N	343	\N
tt0012534	movie	The Other Woman	The Other Woman	0	1921	\N	50	Drama
tt0012535	movie	Out of the Chorus	Out of the Chorus	0	1921	\N	50	Drama,Romance
tt0012536	movie	Out of the Depths	Out of the Depths	0	1921	\N	\N	Drama,Western
tt0012537	movie	The Outside Woman	The Outside Woman	0	1921	\N	50	Comedy
tt0012538	movie	Outside the Law	Outside the Law	0	1920	\N	75	Crime,Romance,Thriller
tt0012540	movie	Over the Wire	Over the Wire	0	1921	\N	60	Drama
tt0012541	movie	Pagan Love	Pagan Love	0	1920	\N	\N	Drama,Romance
tt0012542	short	The Painter's Frolic	The Painter's Frolic	0	1921	\N	\N	Animation,Comedy,Short
tt0012543	short	The Paleface	The Paleface	0	1922	\N	20	Comedy,Short,Western
tt0012544	short	Pals	Pals	0	1921	\N	\N	Comedy,Short
tt0012545	movie	Pan Twardowski	Pan Twardowski	0	1921	\N	\N	Drama,Horror,Mystery
tt0012546	movie	Pardon My French	Pardon My French	0	1921	\N	60	Comedy
tt0012547	movie	Pariserinnen	Pariserinnen	0	1921	\N	\N	\N
tt0012548	movie	Parisette	Parisette	0	1921	\N	380	Drama
tt0012549	movie	The Parish Priest	The Parish Priest	0	1920	\N	\N	Comedy,Drama
tt0012550	movie	A Parisian Scandal	A Parisian Scandal	0	1921	\N	50	Comedy,Drama
tt0012551	movie	Parted Curtains	Parted Curtains	0	1920	\N	60	Crime,Drama
tt0012552	movie	Partners of Fate	Partners of Fate	0	1921	\N	50	Drama
tt0012553	movie	Partners of the Tide	Partners of the Tide	0	1921	\N	70	Drama
tt0012554	movie	Passing Through	Passing Through	0	1921	\N	50	Comedy
tt0012555	movie	Passion Flower	Passion Flower	0	1921	\N	84	Drama
tt0012556	movie	Passion Fruit	Passion Fruit	0	1921	\N	60	Drama,Romance
tt0012557	movie	The Passionate Friends	The Passionate Friends	0	1922	\N	70	Drama,Romance
tt0012558	movie	The Passionate Pilgrim	The Passionate Pilgrim	0	1921	\N	70	Drama
tt0012559	movie	Patsy	Patsy	0	1921	\N	\N	Comedy,Drama
tt0012560	movie	Paying the Piper	Paying the Piper	0	1921	\N	60	Drama
tt0012561	movie	Payment Guaranteed	Payment Guaranteed	0	1921	\N	50	Drama
tt0012562	movie	Pearls and Savages	Pearls and Savages	0	1921	\N	56	Documentary
tt0012563	movie	Peck's Bad Boy	Peck's Bad Boy	0	1921	\N	51	Comedy
tt0012564	movie	Peggy Puts It Over	Peggy Puts It Over	0	1921	\N	50	Comedy,Drama
tt0012565	movie	A Perfect Crime	A Perfect Crime	0	1921	\N	50	Adventure,Comedy,Drama
tt0012566	movie	Perjury	Perjury	0	1921	\N	90	Drama
tt0012567	movie	Pilgrims of the Night	Pilgrims of the Night	0	1921	\N	60	Crime,Drama
tt0012568	short	Play Ball	Play Ball	0	1921	\N	\N	Animation,Short
tt0012569	movie	Play Square	Play Square	0	1921	\N	50	Crime,Drama
tt0012570	short	The Play House	The Play House	0	1921	\N	23	Comedy,Fantasy,Short
tt0012571	movie	Playing with Fire	Playing with Fire	0	1921	\N	50	Comedy
tt0012572	short	Playmates	Playmates	0	1921	\N	\N	Comedy,Short
tt0012573	movie	The Plaything of Broadway	The Plaything of Broadway	0	1921	\N	50	Drama,Romance
tt0012574	movie	Playthings of Destiny	Playthings of Destiny	0	1921	\N	70	Drama,Romance
tt0012575	movie	Pobres niños	Pobres niños	0	1923	\N	\N	\N
tt0012576	short	The Pony Express Rider	The Pony Express Rider	0	1921	\N	20	Short,Western
tt0012577	movie	A Poor Relation	A Poor Relation	0	1921	\N	50	Comedy
tt0012578	movie	Poor, Dear Margaret Kirby	Poor, Dear Margaret Kirby	0	1921	\N	50	Drama
tt0012579	movie	The Porcelain Lamp	The Porcelain Lamp	0	1921	\N	\N	Biography,Drama
tt0012580	movie	The Poverty of Riches	The Poverty of Riches	0	1921	\N	60	Drama
tt0012581	movie	Power	Power	0	1918	\N	\N	Drama
tt0012582	movie	The Power Within	The Power Within	0	1921	\N	60	Drama
tt0012583	movie	The Prey of the Dragon	The Prey of the Dragon	0	1921	\N	\N	Adventure
tt0012584	movie	The Price of Possession	The Price of Possession	0	1921	\N	50	Drama,Romance
tt0012585	movie	The Price of Silence	At the Mercy of Tiberius	0	1920	\N	\N	Crime,Drama
tt0012586	movie	The Primal Law	The Primal Law	0	1921	\N	60	Action,Drama,Romance
tt0012587	movie	A Prince There Was	A Prince There Was	0	1921	\N	60	Drama
tt0012588	movie	The Prince and the Beggarmaid	The Prince and the Beggarmaid	0	1921	\N	\N	Drama
tt0012589	movie	The Prince of Silence	The Prince of Silence	0	1921	\N	\N	\N
tt0012590	movie	Princess Jones	Princess Jones	0	1921	\N	50	Comedy
tt0012591	movie	The Princess of New York	The Princess of New York	0	1921	\N	50	Crime,Drama
tt0012592	movie	Prisca	Prisca	0	1921	\N	\N	\N
tt0012593	movie	Prisoners of Love	Prisoners of Love	0	1921	\N	60	Drama,Romance
tt0012594	movie	A Private Scandal	A Private Scandal	0	1921	\N	50	Drama
tt0012595	movie	Proxies	Proxies	0	1921	\N	70	Crime,Drama
tt0012596	movie	Près des cimes	Près des cimes	0	1920	\N	\N	\N
tt0012597	movie	Puppets of Fate	Puppets of Fate	0	1921	\N	60	Drama
tt0012598	movie	The Purple Riders	The Purple Riders	0	1922	\N	300	Drama,Western
tt0012599	movie	Quando o Amor Fala	Quando o Amor Fala	0	1921	\N	\N	Comedy
tt0012600	movie	The Queen of Sheba	The Queen of Sheba	0	1921	\N	90	Adventure,Drama
tt0012601	movie	Queenie	Queenie	0	1921	\N	60	Comedy
tt0012602	movie	In Bad	In Bad	0	1918	\N	\N	Action,Comedy,Drama
tt0012603	movie	R.S.V.P.	R.S.V.P.	0	1921	\N	60	Comedy
tt0012604	movie	The Rage of Paris	The Rage of Paris	0	1921	\N	50	Drama
tt0012605	movie	The Raiders	The Raiders	0	1921	\N	50	Action,Drama,Western
tt0012606	movie	Rainbow	Rainbow	0	1921	\N	50	Drama
tt0012608	movie	The Range Pirate	The Range Pirate	0	1921	\N	\N	Drama,Western
tt0012609	movie	The Ranger and the Law	The Ranger and the Law	0	1921	\N	50	Drama,Western
tt0012610	short	A Rare Bird	A Rare Bird	0	1921	\N	\N	Animation,Comedy,Short
tt0012611	movie	The Rats	Die Ratten	0	1921	\N	59	\N
tt0012612	movie	Rechten der jeugd	Rechten der jeugd	0	1921	\N	82	\N
tt0012613	movie	Reckless Wives	Reckless Wives	0	1921	\N	\N	Drama
tt0012614	movie	The Recoil	The Recoil	0	1921	\N	\N	Drama,Western
tt0012615	movie	Red Courage	Red Courage	0	1921	\N	50	Drama,Western
tt0012616	movie	The Referee	The Referee	0	1922	\N	50	Drama
tt0012617	movie	Remorseless Love	Remorseless Love	0	1921	\N	50	Drama
tt0012618	short	The Rent Collector	The Rent Collector	0	1921	\N	14	Comedy,Short
tt0012619	movie	Reputation	Reputation	0	1921	\N	70	Drama
tt0012620	short	Rhythmus 21	Rhythmus 21	0	1921	\N	3	Animation,Short
tt0012621	movie	Rich Girl, Poor Girl	Rich Girl, Poor Girl	0	1921	\N	50	Drama,Romance
tt0012622	movie	Der Richter von Zalamea	Der Richter von Zalamea	0	1920	\N	87	Adventure,Drama
tt0012623	movie	The Rider of the King Log	The Rider of the King Log	0	1921	\N	70	Drama
tt0012624	movie	A Ridin' Romeo	A Ridin' Romeo	0	1921	\N	50	Comedy,Western
tt0012625	movie	Riding with Death	Riding with Death	0	1921	\N	50	Western
tt0012626	movie	The Right Way	The Right Way	0	1921	\N	\N	Drama
tt0012627	movie	Rip Van Winkle	Rip Van Winkle	0	1921	\N	58	Fantasy
tt0012628	movie	The Road Demon	The Road Demon	0	1921	\N	50	Action,Drama
tt0012629	movie	The Road to London	The Road to London	0	1921	\N	50	Drama
tt0012630	movie	Roads of Destiny	Roads of Destiny	0	1921	\N	50	Drama
tt0012631	movie	Souls on the Road	Rojô no reikon	0	1921	\N	91	Drama
tt0012632	movie	Der Roman der Christine von Herre	Der Roman der Christine von Herre	0	1921	\N	60	\N
tt0012633	movie	The Roof Tree	The Roof Tree	0	1921	\N	50	Drama,Romance
tt0012634	movie	The Rookie's Return	The Rookie's Return	0	1921	\N	50	Comedy
tt0012635	movie	Room and Board	Room and Board	0	1921	\N	50	Drama
tt0012636	movie	The Rough Diamond	The Rough Diamond	0	1921	\N	50	Comedy,Western
tt0012637	movie	The Rowdy	The Rowdy	0	1921	\N	50	Drama
tt0012638	movie	Rudd's New Selection	Rudd's New Selection	0	1921	\N	\N	\N
tt0012639	movie	The Ruse of the Rattler	The Ruse of the Rattler	0	1921	\N	\N	Drama,Western
tt0012640	movie	Sacred and Profane Love	Sacred and Profane Love	0	1921	\N	60	Drama,Romance
tt0012641	movie	The Sage Hen	The Sage Hen	0	1921	\N	60	Drama,Western
tt0012642	movie	A Sailor-Made Man	A Sailor-Made Man	0	1921	\N	47	Action,Adventure,Comedy
tt0012643	movie	Salvage	Salvage	0	1921	\N	60	Drama
tt0012644	movie	Salvation Nell	Salvation Nell	0	1921	\N	70	Drama
tt0012645	movie	Mad Love	Sappho	0	1921	\N	82	Drama
tt0012646	short	The Sawmill	The Sawmill	0	1922	\N	25	Comedy,Short
tt0012647	movie	The Scallywag	The Scallywag	0	1921	\N	\N	Romance
tt0012648	movie	The Scarab Ring	The Scarab Ring	0	1921	\N	60	Drama,Mystery
tt0012649	movie	Die Schauspielerin des Kaisers	Die Schauspielerin des Kaisers	0	1921	\N	\N	\N
tt0012650	movie	Shattered	Scherben	0	1921	\N	50	Drama
tt0012651	movie	The Haunted Castle	Schloß Vogelöd	0	1921	\N	69	Crime,Drama,Horror
tt0012652	short	School Days	School Days	0	1921	\N	\N	Animation,Comedy,Short
tt0012653	movie	Der Schwur des Peter Hergatz	Der Schwur des Peter Hergatz	0	1921	\N	61	\N
tt0012654	movie	The Scoffer	The Scoffer	0	1920	\N	\N	Drama
tt0012655	movie	Scrambled Wives	Scrambled Wives	0	1921	\N	70	Comedy
tt0012656	movie	Scrap Iron	Scrap Iron	0	1921	\N	70	Drama
tt0012657	movie	The Sea Lion	The Sea Lion	0	1921	\N	63	Adventure,Drama,Romance
tt0012658	short	Sea Shore Shapes	Sea Shore Shapes	0	1921	\N	\N	Comedy,Short
tt0012659	movie	The Secret Four	The Secret Four	0	1921	\N	\N	Action
tt0012660	movie	Secret Sorrow	The Secret Sorrow	0	1921	\N	\N	Drama
tt0012661	movie	The Secret of the Hills	The Secret of the Hills	0	1921	\N	50	Crime,Mystery
tt0012662	movie	See My Lawyer	See My Lawyer	0	1921	\N	60	Comedy
tt0012663	short	Seeing Greenwich Village	Seeing Greenwich Village	0	1921	\N	\N	Animation,Short
tt0012664	movie	Sentimental Tommy	Sentimental Tommy	0	1921	\N	80	Drama
tt0012665	movie	Serenade	Serenade	0	1921	\N	70	Drama,Romance
tt0012666	movie	Serving Two Masters	Walls of Prejudice	0	1920	\N	\N	Drama
tt0012667	movie	La señorita inútil	La señorita inútil	0	1921	\N	\N	\N
tt0012668	movie	The Shadow of Lightning Ridge	The Shadow of Lightning Ridge	0	1921	\N	50	Action,Drama
tt0012669	short	Shadowed	Shadowed	0	1921	\N	\N	Animation,Comedy,Short
tt0012670	movie	Shadows of Conscience	Shadows of Conscience	0	1921	\N	\N	Drama,Western
tt0012671	movie	Sham	Sham	0	1921	\N	50	Drama,Romance
tt0012672	movie	Shame	Shame	0	1921	\N	90	Drama
tt0012673	movie	Shams of Society	Shams of Society	0	1921	\N	60	Drama
tt0012674	movie	The Shark Master	The Shark Master	0	1921	\N	50	Drama
tt0012675	movie	The Sheik	The Sheik	0	1921	\N	86	Adventure,Drama,Romance
tt0012676	movie	Sheltered Daughters	Sheltered Daughters	0	1921	\N	50	Drama
tt0012677	short	The Sheriff	The Sheriff	0	1921	\N	\N	Animation,Comedy,Short
tt0012678	short	A Shocking Idea	A Shocking Idea	0	1921	\N	\N	Animation,Comedy,Short
tt0012679	movie	A Shocking Night	A Shocking Night	0	1921	\N	50	Comedy
tt0012680	movie	Short Skirts	Short Skirts	0	1921	\N	50	Drama
tt0012681	short	Should Husbands Do Housework?	Should Husbands Do Housework?	0	1921	\N	10	Comedy,Short
tt0012682	short	The Show Down	The Show Down	0	1921	\N	\N	Short,Thriller,Western
tt0012683	movie	Sie - was Sie denken, ist nicht	Sie - was Sie denken, ist nicht	0	1921	\N	\N	\N
tt0012684	short	Silas Marner	Silas Marner	0	1916	\N	44	Drama,History,Short
tt0012685	movie	The Silent Call	The Silent Call	0	1921	\N	70	Adventure,Family
tt0012686	movie	Silent Years	Silent Years	0	1921	\N	60	Drama
tt0012687	movie	Silk Hosiery	Silk Hosiery	0	1920	\N	50	Comedy
tt0012688	movie	Silkesstrumpan	Silkesstrumpan	0	1921	\N	58	Comedy
tt0012689	movie	Queen of the Turf	Silks and Saddles	0	1921	\N	50	Drama
tt0012690	movie	The Silver Car	The Silver Car	0	1921	\N	60	Crime,Drama
tt0012691	movie	The Silver Lining	The Silver Lining	0	1921	\N	60	Crime,Drama
tt0012692	movie	The Sin Flood	The Sin Flood	0	1922	\N	70	Drama
tt0012693	movie	The Sin of Martha Queed	The Sin of Martha Queed	0	1921	\N	60	Drama
tt0012694	movie	Singing River	Singing River	0	1920	\N	50	Drama,Western
tt0012695	movie	The Single Track	The Single Track	0	1921	\N	50	Action,Adventure,Drama
tt0012696	movie	The Sins of Rosanne	The Sins of Rosanne	0	1920	\N	50	Drama
tt0012697	movie	Skinning Skinners	Skinning Skinners	0	1921	\N	\N	Comedy
tt0012698	movie	Skirts	Skirts	0	1921	\N	50	Comedy
tt0012699	movie	The Sky Pilot	The Sky Pilot	0	1921	\N	77	Drama,Western
tt0012700	movie	The Man Who Stole the Moon	The Sky Ranger	0	1921	\N	310	Action,Drama
tt0012701	movie	A Small Town Idol	A Small Town Idol	0	1921	\N	70	Action,Comedy,Romance
tt0012703	movie	The Smart Sex	The Smart Sex	0	1921	\N	50	Comedy
tt0012705	movie	The Snob	The Snob	0	1921	\N	50	Comedy
tt0012706	movie	Snowblind	Snowblind	0	1921	\N	60	Drama
tt0012707	movie	Snowy Baker	Snowy Baker	0	1921	\N	\N	\N
tt0012708	movie	Society Secrets	Society Secrets	0	1921	\N	50	Comedy
tt0012709	movie	Society Snobs	Society Snobs	0	1921	\N	50	Comedy,Drama,Romance
tt0012710	movie	Sunshine, Summer and Students	Sol, sommer og studiner	0	1922	\N	\N	Comedy
tt0012711	short	Some Sayings of Benjamin Franklin	Some Sayings of Benjamin Franklin	0	1921	\N	\N	Animation,Comedy,Short
tt0012712	movie	Something Different	Something Different	0	1920	\N	50	Drama
tt0012713	movie	The Son of Wallingford	The Son of Wallingford	0	1921	\N	80	Comedy,Crime,Drama
tt0012714	movie	Sonia	Sonia	0	1921	\N	\N	Drama,Romance
tt0012715	movie	The Soul of Man	The Soul of Man	0	1921	\N	\N	\N
tt0012716	movie	Sowing the Wind	Sowing the Wind	0	1921	\N	90	Drama
tt0012717	short	Spaghetti for Two	Spaghetti for Two	0	1921	\N	\N	Animation,Comedy,Short
tt0012718	movie	The Speed Girl	The Speed Girl	0	1921	\N	64	Comedy,Romance
tt0012719	movie	The Spenders	The Spenders	0	1921	\N	60	Comedy,Drama
tt0012720	movie	Playing with Fire	Das Spiel mit dem Feuer	0	1921	\N	\N	\N
tt0012721	movie	The Sport of Kings	The Sport of Kings	0	1921	\N	\N	Drama,Sport
tt0012722	short	The Stampede	The Stampede	0	1921	\N	\N	Animation,Comedy,Short
tt0012723	movie	Steelheart	Steelheart	0	1921	\N	60	Drama,Western
tt0012724	movie	Der Stier von Olivera	Der Stier von Olivera	0	1921	\N	66	\N
tt0012725	movie	The Sting of the Lash	The Sting of the Lash	0	1921	\N	60	Drama
tt0012726	short	The Stolen Snooze	The Stolen Snooze	0	1921	\N	\N	Animation,Comedy,Short
tt0012727	movie	Straight from Paris	Straight from Paris	0	1921	\N	\N	Comedy,Drama
tt0012728	movie	Straight Is the Way	Straight Is the Way	0	1921	\N	70	Comedy
tt0012729	movie	Straight from the Shoulder	Straight from the Shoulder	0	1921	\N	60	Comedy,Western
tt0012730	movie	Stranger Than Fiction	Stranger Than Fiction	0	1921	\N	60	Action,Drama
tt0012731	movie	Der Streik der Diebe	Der Streik der Diebe	0	1921	\N	\N	\N
tt0012732	movie	The Struggle	The Struggle	0	1921	\N	50	Drama,Western
tt0012733	movie	Such a Little Queen	Such a Little Queen	0	1921	\N	50	Comedy,Drama
tt0012734	movie	Sure Fire	Sure Fire	0	1921	\N	50	Crime,Drama,Western
tt0012735	movie	Suspicious Wives	Suspicious Wives	0	1921	\N	60	Drama
tt0012736	movie	The Swamp	The Swamp	0	1921	\N	62	Drama
tt0012738	movie	Die Talentprobe	Die Talentprobe	0	1921	\N	\N	\N
tt0012739	movie	Tangled Trails	Tangled Trails	0	1921	\N	56	Action,Adventure,Crime
tt0012740	movie	Daughter of the Night	Der Tanz auf dem Vulkan - 1. Sybil Young	0	1920	\N	50	Drama
tt0012741	movie	Der Tanz um Liebe und Glück	Der Tanz um Liebe und Glück	0	1921	\N	\N	\N
tt0012742	movie	Tavaszi szerelem	Tavaszi szerelem	0	1921	\N	\N	\N
tt0012743	short	Teddy's Goat	Teddy's Goat	0	1921	\N	\N	Comedy,Short
tt0012744	movie	The Ten Dollar Raise	The Ten Dollar Raise	0	1921	\N	60	Comedy
tt0012745	movie	La terre	La terre	0	1921	\N	97	Drama
tt0012746	movie	Terror Trail	Terror Trail	0	1921	\N	360	Action,Adventure
tt0012747	movie	That Girl Montana	That Girl Montana	0	1921	\N	68	Drama,Western
tt0012748	movie	There Are No Villains	There Are No Villains	0	1921	\N	50	Crime,Drama
tt0012749	movie	Into the Light	Into the Light	0	1920	\N	\N	Drama
tt0012750	short	Third Class Male	Third Class Male	0	1921	\N	\N	Comedy,Short
tt0012751	movie	A Thousand to One	A Thousand to One	0	1920	\N	70	Drama
tt0012752	movie	The Three Musketeers	The Three Musketeers	0	1921	\N	119	Action,Adventure,Family
tt0012753	movie	Three Sevens	Three Sevens	0	1921	\N	50	Drama
tt0012754	movie	Three Word Brand	Three Word Brand	0	1921	\N	82	Drama,Western
tt0012755	movie	Through the Back Door	Through the Back Door	0	1921	\N	89	Comedy,Drama
tt0012756	movie	Thunder Island	Thunder Island	0	1921	\N	48	Drama
tt0012757	movie	Thunderclap	Thunderclap	0	1921	\N	70	Drama
tt0012758	movie	Tiger True	Tiger True	0	1921	\N	50	Mystery
tt0012759	movie	Tilly of Bloomsbury	Tilly of Bloomsbury	0	1921	\N	50	Comedy
tt0012760	movie	The Tinted Venus	The Tinted Venus	0	1921	\N	58	Fantasy
tt0012761	movie	Tit for Tat	Tit for Tat	0	1921	\N	\N	Comedy
tt0012762	movie	To a Finish	To a Finish	0	1921	\N	50	Drama,Western
tt0012763	movie	Tol'able David	Tol'able David	0	1921	\N	99	Drama
tt0012764	movie	The Tomboy	The Tomboy	0	1921	\N	50	Comedy,Drama
tt0012765	short	The Tong Sandwich	The Tong Sandwich	0	1921	\N	\N	Animation,Comedy,Short
tt0012766	short	Too Many Cooks	Too Many Cooks	0	1921	\N	\N	Comedy,Short
tt0012767	movie	Too Much Married	Too Much Married	0	1921	\N	50	Comedy
tt0012768	movie	Too Much Speed	Too Much Speed	0	1921	\N	50	Action,Drama,Romance
tt0012769	movie	Too Wise Wives	Too Wise Wives	0	1921	\N	80	Drama
tt0012770	short	Torchy's Millions	Torchy's Millions	0	1920	\N	20	Comedy,Short
tt0012771	movie	Torgus	Verlogene Moral	0	1921	\N	64	Drama,History
tt0012772	movie	The Torrent	The Torrent	0	1921	\N	50	Adventure
tt0012773	movie	Toteninsel	Toteninsel	0	1921	\N	\N	\N
tt0012774	short	Touring	Touring	0	1921	\N	\N	Animation,Comedy,Short
tt0012775	movie	Trailin'	Trailin'	0	1921	\N	58	Drama,Mystery
tt0012776	short	Training Woodpeckers	Training Woodpeckers	0	1921	\N	\N	Animation,Comedy,Short
tt0012777	movie	Traveling Salesman	The Traveling Salesman	0	1921	\N	50	Comedy
tt0012778	movie	Treibende Kraft	Treibende Kraft	0	1921	\N	\N	\N
tt0012779	movie	A Trip to Paradise	A Trip to Paradise	0	1921	\N	60	Drama
tt0012780	movie	Die Trommeln Asiens	Die Trommeln Asiens	0	1921	\N	\N	\N
tt0012781	movie	Tropical Love	Tropical Love	0	1921	\N	50	Drama
tt0012782	movie	The Truant Husband	The Truant Husband	0	1921	\N	\N	Comedy,Drama
tt0012783	movie	Trust Your Wife	Trust Your Wife	0	1921	\N	68	Drama
tt0012784	short	The Turkish Bath	The Turkish Bath	0	1921	\N	\N	Animation,Comedy,Short
tt0012785	movie	Two Minutes to Go	Two Minutes to Go	0	1921	\N	60	Comedy,Drama
tt0012786	movie	Two Weeks with Pay	Two Weeks with Pay	0	1921	\N	50	Comedy,Romance
tt0012788	movie	Uncharted Seas	Uncharted Seas	0	1921	\N	60	Drama,Romance
tt0012789	short	Under Polarkredsens himmel	Under Polarkredsens himmel	0	1921	\N	29	Documentary,Short
tt0012790	movie	Under the Lash	Under the Lash	0	1921	\N	60	Drama
tt0012791	movie	The Unknown Wife	The Unknown Wife	0	1921	\N	50	Drama
tt0012792	movie	An Unwilling Hero	An Unwilling Hero	0	1921	\N	50	Comedy,Drama
tt0012793	short	The Vacuum Cleaner	The Vacuum Cleaner	0	1921	\N	\N	Animation,Comedy,Short
tt0012794	movie	Vallfarten till Kevlaar	Vallfarten till Kevlaar	0	1921	\N	63	Drama
tt0012795	movie	A Velha Gaiteira	A Velha Gaiteira	0	1921	\N	\N	Comedy
tt0012796	movie	Vendetta	Vendetta	0	1919	\N	75	Drama
tt0012797	movie	The Vengeance Trail	The Vengeance Trail	0	1921	\N	\N	Drama,Western
tt0012798	short	The Ventriloquist	The Ventriloquist	0	1921	\N	\N	Animation,Comedy,Short
tt0012799	movie	Fair of the Dove	La verbena de la Paloma	0	1921	\N	56	\N
tt0012800	movie	Eine vergnügte Hochzeitsreise	Eine vergnügte Hochzeitsreise	0	1921	\N	\N	\N
tt0012801	movie	The Vermilion Pencil	The Vermilion Pencil	0	1922	\N	50	Drama
tt0012802	movie	Vertauschte Paletots	Vertauschte Paletots	0	1921	\N	\N	\N
tt0012803	movie	Veszélyben a pokol	Veszélyben a pokol	0	1921	\N	\N	\N
tt0012804	movie	Vi of Smith's Alley	Vi of Smith's Alley	0	1921	\N	\N	\N
tt0012805	movie	The Victim	The Victim	0	1921	\N	\N	\N
tt0012806	movie	Four Around the Woman	Vier um die Frau	0	1921	\N	85	Drama
tt0012807	movie	Give Me My Son	En vildfågel	0	1921	\N	89	Drama
tt0012808	movie	Villa Destin	Villa Destin	0	1921	\N	96	Comedy
tt0012809	short	Village Cutups	Village Cutups	0	1921	\N	\N	Animation,Comedy,Short
tt0012810	movie	A Virgin Paradise	A Virgin Paradise	0	1921	\N	80	Comedy,Drama
tt0012811	movie	A Virginia Courtship	A Virginia Courtship	0	1921	\N	50	Drama
tt0012812	movie	Visages voilés... âmes closes	Visages voilés... âmes closes	0	1921	\N	60	Drama,Romance
tt0012813	movie	A Voice in the Dark	A Voice in the Dark	0	1921	\N	50	Crime,Mystery
tt0012814	movie	Voices of the City	Voices of the City	0	1921	\N	60	Crime,Drama
tt0012815	movie	Värmlänningarna	Värmlänningarna	0	1921	\N	110	Drama,Romance
tt0012816	movie	Víctima del odio	Víctima del odio	0	1921	\N	\N	\N
tt0012817	movie	The Wakefield Case	The Wakefield Case	0	1921	\N	\N	Mystery
tt0012818	movie	The Wallop	The Wallop	0	1921	\N	50	Drama,Western
tt0012819	short	The Wars of Mice and Men	The Wars of Mice and Men	0	1921	\N	6	Animation,Comedy,Short
tt0012820	movie	Was der Totenkopf erzählt	Was der Totenkopf erzählt	0	1921	\N	\N	\N
tt0012821	short	Watering the Elephants	Watering the Elephants	0	1921	\N	\N	Animation,Comedy,Short
tt0012822	movie	Wealth	Wealth	0	1921	\N	50	Drama
tt0012823	movie	Wedding Bells	Wedding Bells	0	1921	\N	60	Comedy,Romance
tt0012824	short	A Week Off	A Week Off	0	1921	\N	\N	Comedy,Short
tt0012825	movie	Western Firebrands	Western Firebrands	0	1921	\N	\N	Drama,Western
tt0012826	movie	Wet Gold	Wet Gold	0	1921	\N	\N	Drama
tt0012827	movie	What Do Men Want?	What Do Men Want?	0	1921	\N	70	Drama
tt0012828	movie	What Every Woman Knows	What Every Woman Knows	0	1921	\N	70	Comedy,Drama
tt0012829	movie	What Love Will Do	What Love Will Do	0	1921	\N	50	Drama
tt0012830	movie	What No Man Knows	What No Man Knows	0	1921	\N	\N	Drama
tt0012831	movie	What's Worth While?	What's Worth While?	0	1921	\N	60	Drama
tt0012832	movie	What's Your Reputation Worth?	What's Your Reputation Worth?	0	1921	\N	60	Drama
tt0012833	short	What's the Limit?	What's the Limit?	0	1921	\N	\N	Animation,Short
tt0012834	movie	Whatever She Wants	Whatever She Wants	0	1921	\N	50	Comedy,Drama
tt0012835	movie	When We Were 21	When We Were 21	0	1921	\N	50	Comedy,Drama
tt0012836	movie	Where Lights Are Low	Where Lights Are Low	0	1921	\N	60	Drama
